1.000000e-01 1.648639e-04 
2.000000e-01 1.567963e-03 
3.000000e-01 9.329805e-03 
4.000000e-01 2.974979e-02 
5.000000e-01 6.116459e-02 
6.000000e-01 9.943752e-02 
7.000000e-01 1.420736e-01 
8.000000e-01 1.876605e-01 
9.000000e-01 2.352772e-01 
1.000000e+00 2.842682e-01 
1.100000e+00 3.341470e-01 
1.200000e+00 3.845418e-01 
1.300000e+00 4.351591e-01 

1.000000e-01 9.369847e-05 
2.000000e-01 9.770415e-04 
3.000000e-01 6.621701e-03 
4.000000e-01 2.400382e-02 
5.000000e-01 5.314454e-02 
6.000000e-01 8.989562e-02 
7.000000e-01 1.314654e-01 
8.000000e-01 1.762853e-01 
9.000000e-01 2.233503e-01 
1.000000e+00 2.719510e-01 
1.100000e+00 3.215636e-01 
1.200000e+00 3.717889e-01 
1.300000e+00 4.223131e-01 

1.000000e-01 5.365179e-05 
2.000000e-01 6.110213e-04 
3.000000e-01 4.640545e-03 
4.000000e-01 1.916777e-02 
5.000000e-01 4.598505e-02 
6.000000e-01 8.117159e-02 
7.000000e-01 1.216460e-01 
8.000000e-01 1.656735e-01 
9.000000e-01 2.121625e-01 
1.000000e+00 2.603492e-01 
1.100000e+00 3.096721e-01 
1.200000e+00 3.597047e-01 
1.300000e+00 4.101130e-01 

1.000000e-01 3.093617e-05 
2.000000e-01 3.837480e-04 
3.000000e-01 3.219676e-03 
4.000000e-01 1.513656e-02 
5.000000e-01 3.959677e-02 
6.000000e-01 7.317701e-02 
7.000000e-01 1.125295e-01 
8.000000e-01 1.557432e-01 
9.000000e-01 2.016360e-01 
1.000000e+00 2.493894e-01 
1.100000e+00 2.984036e-01 
1.200000e+00 3.482249e-01 
1.300000e+00 3.984990e-01 

1.000000e-01 1.796453e-05 
2.000000e-01 2.419312e-04 
3.000000e-01 2.218151e-03 
4.000000e-01 1.181558e-02 
5.000000e-01 3.390644e-02 
6.000000e-01 6.583912e-02 
7.000000e-01 1.040448e-01 
8.000000e-01 1.464255e-01 
9.000000e-01 1.917051e-01 
1.000000e+00 2.390088e-01 
