5.000000e-02 2.320583e+05 5.000000e-02 5.392484e+05 5.000000e-02 9.899534e+05 5.000000e-02 2.376006e+06 5.000000e-02 5.287174e+06 5.000000e-02 1.176564e+07 5.000000e-02 3.004605e+07 5.000000e-02 8.669264e+07 5.000000e-02 3.764877e+08 5.000000e-02 9.405059e+09 
1.000000e-01 9.158133e+05 1.000000e-01 2.128136e+06 1.000000e-01 3.906844e+06 1.000000e-01 9.376854e+06 1.000000e-01 2.086434e+07 1.000000e-01 4.641595e+07 1.000000e-01 1.184071e+08 1.000000e-01 3.405697e+08 1.000000e-01 1.462322e+09 1.000000e-01 3.357077e+10 
1.500000e-01 3.451951e+06 1.500000e-01 8.021426e+06 1.500000e-01 1.472560e+07 1.500000e-01 3.534184e+07 1.500000e-01 7.862714e+07 1.500000e-01 1.748218e+08 1.500000e-01 4.451369e+08 1.500000e-01 1.273417e+09 1.500000e-01 5.364411e+09 1.500000e-01 1.081270e+11 
2.000000e-01 1.211715e+07 2.000000e-01 2.815478e+07 2.000000e-01 5.168217e+07 2.000000e-01 1.240183e+08 2.000000e-01 2.758119e+08 2.000000e-01 6.126296e+08 2.000000e-01 1.555092e+09 2.000000e-01 4.410976e+09 2.000000e-01 1.805297e+10 2.000000e-01 3.020641e+11 
2.500000e-01 3.867287e+07 2.500000e-01 8.982853e+07 2.500000e-01 1.648425e+08 2.500000e-01 3.953229e+08 2.500000e-01 8.783527e+08 2.500000e-01 1.947213e+09 2.500000e-01 4.918171e+09 2.500000e-01 1.377501e+10 2.500000e-01 5.410931e+10 2.500000e-01 6.692630e+11 
3.000000e-01 1.096905e+08 3.000000e-01 2.545119e+08 3.000000e-01 4.665910e+08 3.000000e-01 1.116909e+09 3.000000e-01 2.475417e+09 3.000000e-01 5.464638e+09 3.000000e-01 1.367373e+10 3.000000e-01 3.747079e+10 3.000000e-01 1.370924e+11 3.000000e-01 9.869393e+11 
3.500000e-01 2.531077e+08 3.500000e-01 5.855668e+08 3.500000e-01 1.070727e+09 3.500000e-01 2.551015e+09 3.500000e-01 5.619593e+09 3.500000e-01 1.228620e+10 3.500000e-01 3.012111e+10 3.500000e-01 7.884422e+10 3.500000e-01 2.509449e+11 3.500000e-01 1.086962e+12 
4.000000e-01 4.088443e+08 4.000000e-01 9.412216e+08 4.000000e-01 1.713581e+09 4.000000e-01 4.050749e+09 4.000000e-01 8.836861e+09 4.000000e-01 1.904376e+10 4.000000e-01 4.541956e+10 4.000000e-01 1.126720e+11 4.000000e-01 3.180073e+11 4.000000e-01 1.190847e+12 
4.500000e-01 5.478189e+08 4.500000e-01 1.255863e+09 4.500000e-01 2.277563e+09 4.500000e-01 5.345025e+09 4.500000e-01 1.155646e+10 4.500000e-01 2.460794e+10 4.500000e-01 5.758525e+10 4.500000e-01 1.388747e+11 4.500000e-01 3.757245e+11 4.500000e-01 1.294280e+12 
5.000000e-01 7.349358e+08 5.000000e-01 1.679573e+09 5.000000e-01 3.036693e+09 5.000000e-01 7.083497e+09 5.000000e-01 1.519451e+10 5.000000e-01 3.199981e+10 5.000000e-01 7.354374e+10 5.000000e-01 1.724623e+11 5.000000e-01 4.436978e+11 5.000000e-01 1.354811e+12 
5.500000e-01 9.457485e+08 5.500000e-01 2.155308e+09 5.500000e-01 3.885904e+09 5.500000e-01 9.012830e+09 5.500000e-01 1.918526e+10 5.500000e-01 3.995799e+10 5.500000e-01 9.010715e+10 5.500000e-01 2.049379e+11 5.500000e-01 4.991748e+11 5.500000e-01 1.378206e+12 
6.000000e-01 1.143474e+09 6.000000e-01 2.598951e+09 6.000000e-01 4.673172e+09 6.000000e-01 1.077960e+10 6.000000e-01 2.277821e+10 6.000000e-01 4.694360e+10 6.000000e-01 1.040037e+11 6.000000e-01 2.301325e+11 6.000000e-01 5.356783e+11 6.000000e-01 1.380804e+12 
6.500000e-01 1.316360e+09 6.500000e-01 2.984291e+09 6.500000e-01 5.352353e+09 6.500000e-01 1.228253e+10 6.500000e-01 2.577649e+10 6.500000e-01 5.261186e+10 6.500000e-01 1.147460e+11 6.500000e-01 2.480913e+11 6.500000e-01 5.576131e+11 6.500000e-01 1.373885e+12 
7.000000e-01 1.465719e+09 7.000000e-01 3.314950e+09 7.000000e-01 5.931153e+09 7.000000e-01 1.354521e+10 7.000000e-01 2.824696e+10 7.000000e-01 5.715229e+10 7.000000e-01 1.229431e+11 7.000000e-01 2.607205e+11 7.000000e-01 5.703797e+11 7.000000e-01 1.363275e+12 
7.500000e-01 1.595684e+09 7.500000e-01 3.600812e+09 7.500000e-01 6.428245e+09 7.500000e-01 1.461492e+10 7.500000e-01 3.030137e+10 7.500000e-01 6.082753e+10 7.500000e-01 1.292763e+11 7.500000e-01 2.697242e+11 7.500000e-01 5.776758e+11 7.500000e-01 1.351605e+12 
8.000000e-01 1.709757e+09 8.000000e-01 3.850185e+09 8.000000e-01 6.859189e+09 8.000000e-01 1.553044e+10 8.000000e-01 3.202916e+10 8.000000e-01 6.384101e+10 8.000000e-01 1.342447e+11 8.000000e-01 2.762482e+11 8.000000e-01 5.816619e+11 8.000000e-01 1.339960e+12 
8.500000e-01 1.810360e+09 8.500000e-01 4.068826e+09 8.500000e-01 7.234785e+09 8.500000e-01 1.631867e+10 8.500000e-01 3.349220e+10 8.500000e-01 6.633169e+10 8.500000e-01 1.381794e+11 8.500000e-01 2.810108e+11 8.500000e-01 5.835538e+11 8.500000e-01 1.328740e+12 
