5.000000e-02 2.749191e+01 5.000000e-02 2.749196e+01 5.000000e-02 2.749202e+01 5.000000e-02 2.749206e+01 5.000000e-02 2.749150e+01 5.000000e-02 2.748863e+01 5.000000e-02 2.747812e+01 5.000000e-02 2.744668e+01 5.000000e-02 2.733186e+01 5.000000e-02 2.643413e+01 
1.000000e-01 2.702463e+01 1.000000e-01 2.702468e+01 1.000000e-01 2.702474e+01 1.000000e-01 2.702471e+01 1.000000e-01 2.702355e+01 1.000000e-01 2.701820e+01 1.000000e-01 2.699900e+01 1.000000e-01 2.694210e+01 1.000000e-01 2.673736e+01 1.000000e-01 2.525390e+01 
1.500000e-01 2.622286e+01 1.500000e-01 2.622277e+01 1.500000e-01 2.622268e+01 1.500000e-01 2.622225e+01 1.500000e-01 2.621982e+01 1.500000e-01 2.621026e+01 1.500000e-01 2.617740e+01 1.500000e-01 2.608208e+01 1.500000e-01 2.574818e+01 1.500000e-01 2.359312e+01 
2.000000e-01 2.500655e+01 2.000000e-01 2.500579e+01 2.000000e-01 2.500500e+01 2.000000e-01 2.500303e+01 2.000000e-01 2.499777e+01 2.000000e-01 2.498161e+01 2.000000e-01 2.493067e+01 2.000000e-01 2.478916e+01 2.000000e-01 2.431522e+01 2.000000e-01 2.160452e+01 
2.500000e-01 2.348795e+01 2.500000e-01 2.348509e+01 2.500000e-01 2.348216e+01 2.500000e-01 2.347573e+01 2.500000e-01 2.346405e+01 2.500000e-01 2.343743e+01 2.500000e-01 2.336522e+01 2.500000e-01 2.318014e+01 2.500000e-01 2.259593e+01 2.500000e-01 1.932129e+01 
3.000000e-01 2.194653e+01 3.000000e-01 2.193901e+01 3.000000e-01 2.193133e+01 3.000000e-01 2.191506e+01 3.000000e-01 2.189000e+01 3.000000e-01 2.184396e+01 3.000000e-01 2.173777e+01 3.000000e-01 2.149185e+01 3.000000e-01 2.075249e+01 3.000000e-01 1.647418e+01 
3.500000e-01 2.027443e+01 3.500000e-01 2.025940e+01 3.500000e-01 2.024408e+01 3.500000e-01 2.021192e+01 3.500000e-01 2.016455e+01 3.500000e-01 2.008386e+01 3.500000e-01 1.991145e+01 3.500000e-01 1.953656e+01 3.500000e-01 1.846530e+01 3.500000e-01 1.317892e+01 
4.000000e-01 1.795996e+01 4.000000e-01 1.793625e+01 4.000000e-01 1.791209e+01 4.000000e-01 1.786157e+01 4.000000e-01 1.778800e+01 4.000000e-01 1.766525e+01 4.000000e-01 1.741032e+01 4.000000e-01 1.687824e+01 4.000000e-01 1.547389e+01 4.000000e-01 1.010183e+01 
4.500000e-01 1.505359e+01 4.500000e-01 1.502266e+01 4.500000e-01 1.499120e+01 4.500000e-01 1.492571e+01 4.500000e-01 1.483164e+01 4.500000e-01 1.467836e+01 4.500000e-01 1.437041e+01 4.500000e-01 1.375809e+01 4.500000e-01 1.227988e+01 4.500000e-01 7.697619e+00 
5.000000e-01 1.215341e+01 5.000000e-01 1.211835e+01 5.000000e-01 1.208277e+01 5.000000e-01 1.200914e+01 5.000000e-01 1.190521e+01 5.000000e-01 1.174105e+01 5.000000e-01 1.142471e+01 5.000000e-01 1.082951e+01 5.000000e-01 9.509469e+00 5.000000e-01 5.973456e+00 
5.500000e-01 9.720582e+00 5.500000e-01 9.684237e+00 5.500000e-01 9.647456e+00 5.500000e-01 9.571802e+00 5.500000e-01 9.466876e+00 5.500000e-01 9.306208e+00 5.500000e-01 9.009564e+00 5.500000e-01 8.481533e+00 5.500000e-01 7.396609e+00 5.500000e-01 4.766894e+00 
6.000000e-01 7.856183e+00 6.000000e-01 7.820330e+00 6.000000e-01 7.784152e+00 6.000000e-01 7.710169e+00 6.000000e-01 7.609139e+00 6.000000e-01 7.458624e+00 6.000000e-01 7.191331e+00 6.000000e-01 6.739334e+00 6.000000e-01 5.871362e+00 6.000000e-01 3.914523e+00 
6.500000e-01 6.471822e+00 6.500000e-01 6.437318e+00 6.500000e-01 6.402599e+00 6.500000e-01 6.331985e+00 6.500000e-01 6.236817e+00 6.500000e-01 6.098260e+00 6.500000e-01 5.860322e+00 6.500000e-01 5.475820e+00 6.500000e-01 4.779936e+00 6.500000e-01 3.297310e+00 
7.000000e-01 5.442192e+00 7.000000e-01 5.409359e+00 7.000000e-01 5.376415e+00 7.000000e-01 5.309747e+00 7.000000e-01 5.220899e+00 7.000000e-01 5.093989e+00 7.000000e-01 4.882160e+00 7.000000e-01 4.553051e+00 7.000000e-01 3.987328e+00 7.000000e-01 2.837020e+00 
7.500000e-01 4.662895e+00 7.500000e-01 4.631806e+00 7.500000e-01 4.600698e+00 7.500000e-01 4.538041e+00 7.500000e-01 4.455343e+00 7.500000e-01 4.339098e+00 7.500000e-01 4.149687e+00 7.500000e-01 3.865204e+00 7.500000e-01 3.397520e+00 7.500000e-01 2.483669e+00 
8.000000e-01 4.059256e+00 8.000000e-01 4.029879e+00 8.000000e-01 4.000565e+00 8.000000e-01 3.941780e+00 8.000000e-01 3.864856e+00 8.000000e-01 3.758197e+00 8.000000e-01 3.587956e+00 8.000000e-01 3.339627e+00 8.000000e-01 2.946814e+00 8.000000e-01 2.205197e+00 
8.500000e-01 3.580532e+00 8.500000e-01 3.552798e+00 8.500000e-01 3.525197e+00 8.500000e-01 3.470081e+00 8.500000e-01 3.398512e+00 8.500000e-01 3.300458e+00 8.500000e-01 3.146729e+00 8.500000e-01 2.928102e+00 8.500000e-01 2.593617e+00 8.500000e-01 1.980660e+00 
