0.000000e+00 -1.604039e+01 
1.000000e-01 -1.604039e+01 
2.000000e-01 -1.604039e+01 
3.000000e-01 -1.604033e+01 
4.000000e-01 -1.603789e+01 
5.000000e-01 -1.592482e+01 
6.000000e-01 -1.205786e+01 
7.000000e-01 1.857217e+01 
8.000000e-01 4.735378e+01 
9.000000e-01 4.932498e+01 
1.000000e+00 4.940152e+01 
1.100000e+00 4.940939e+01 
1.200000e+00 4.941175e+01 
1.300000e+00 4.941341e+01 
1.400000e+00 4.941497e+01 
1.500000e+00 4.941652e+01 
1.600000e+00 4.941805e+01 
1.700000e+00 4.941958e+01 
1.800000e+00 4.942110e+01 
1.900000e+00 4.942262e+01 
2.000000e+00 4.942413e+01 
2.100000e+00 4.942564e+01 
2.200000e+00 4.942714e+01 
2.300000e+00 4.942864e+01 
2.400000e+00 4.943013e+01 
2.500000e+00 4.943162e+01 
2.600000e+00 4.943310e+01 
2.700000e+00 4.943458e+01 
2.800000e+00 4.943605e+01 
2.900000e+00 4.943751e+01 
3.000000e+00 4.943897e+01 
3.100000e+00 4.944043e+01 
3.200000e+00 4.944188e+01 
3.300000e+00 4.944332e+01 
3.400000e+00 4.944476e+01 
3.500000e+00 4.944620e+01 
3.600000e+00 4.944763e+01 
3.700000e+00 4.944906e+01 
3.800000e+00 4.945048e+01 
3.900000e+00 4.945189e+01 
4.000000e+00 4.945330e+01 
4.100000e+00 4.945471e+01 
4.200000e+00 4.945611e+01 
4.300000e+00 4.945751e+01 
4.400000e+00 4.945890e+01 
4.500000e+00 4.946028e+01 
4.600000e+00 4.946167e+01 
4.700000e+00 4.946304e+01 
4.800000e+00 4.946442e+01 
4.900000e+00 4.946579e+01 
5.000000e+00 4.946715e+01 
