0.000000e+00 -6.249681e-02 
5.000000e-02 2.488367e+01 
1.000000e-01 4.007952e+01 
1.500000e-01 4.678898e+01 
2.000000e-01 4.876883e+01 
2.500000e-01 4.934305e+01 
3.000000e-01 4.957689e+01 
3.500000e-01 4.970771e+01 
4.000000e-01 4.979755e+01 
4.500000e-01 4.986619e+01 
5.000000e-01 4.991949e+01 
5.500000e-01 4.995680e+01 
6.000000e-01 4.997447e+01 
6.500000e-01 4.997889e+01 
7.000000e-01 4.997998e+01 
7.500000e-01 4.998060e+01 
8.000000e-01 4.998097e+01 
8.500000e-01 4.998129e+01 
9.000000e-01 4.998156e+01 
9.500000e-01 4.998182e+01 
1.000000e+00 4.998207e+01 
1.050000e+00 4.998230e+01 
1.100000e+00 4.998253e+01 
1.150000e+00 4.998276e+01 
1.200000e+00 4.998298e+01 
1.250000e+00 4.998320e+01 
1.300000e+00 4.998342e+01 
