0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.000000e-12 1.000000e-03 1.000000e-12 0.000000e+00 
2.000000e-12 2.000000e-03 2.000000e-12 0.000000e+00 
4.000000e-12 4.000000e-03 4.000000e-12 0.000000e+00 
8.000000e-12 8.000000e-03 8.000000e-12 0.000000e+00 
1.600000e-11 1.600000e-02 1.600000e-11 0.000000e+00 
3.200000e-11 3.200000e-02 3.200000e-11 0.000000e+00 
6.400000e-11 6.400000e-02 6.400000e-11 0.000000e+00 
1.000000e-10 1.000000e-01 1.000000e-10 0.000000e+00 
1.064000e-10 1.000000e-01 1.064000e-10 0.000000e+00 
1.192000e-10 1.000000e-01 1.192000e-10 0.000000e+00 
1.448000e-10 1.000000e-01 1.448000e-10 0.000000e+00 
1.960000e-10 1.000000e-01 1.960000e-10 0.000000e+00 
2.960000e-10 1.000000e-01 2.960000e-10 0.000000e+00 
3.960000e-10 1.000000e-01 3.960000e-10 0.000000e+00 
4.960000e-10 1.000000e-01 4.960000e-10 0.000000e+00 
5.960000e-10 1.000000e-01 5.960000e-10 0.000000e+00 
6.960000e-10 1.000000e-01 6.960000e-10 0.000000e+00 
7.960000e-10 1.000000e-01 7.960000e-10 0.000000e+00 
8.960000e-10 1.000000e-01 8.960000e-10 0.000000e+00 
9.960000e-10 1.000000e-01 9.960000e-10 0.000000e+00 
1.096000e-09 1.000000e-01 1.096000e-09 0.000000e+00 
1.196000e-09 1.000000e-01 1.196000e-09 0.000000e+00 
1.296000e-09 1.000000e-01 1.296000e-09 0.000000e+00 
1.396000e-09 1.000000e-01 1.396000e-09 0.000000e+00 
1.496000e-09 1.000000e-01 1.496000e-09 0.000000e+00 
1.596000e-09 1.000000e-01 1.596000e-09 0.000000e+00 
1.696000e-09 1.000000e-01 1.696000e-09 0.000000e+00 
1.796000e-09 1.000000e-01 1.796000e-09 0.000000e+00 
1.896000e-09 1.000000e-01 1.896000e-09 0.000000e+00 
1.996000e-09 1.000000e-01 1.996000e-09 0.000000e+00 
2.096000e-09 1.000000e-01 2.096000e-09 1.920000e-01 
2.196000e-09 1.000000e-01 2.196000e-09 2.000000e-01 
2.296000e-09 1.000000e-01 2.296000e-09 2.000000e-01 
